id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
11111,2014-02-01,,Two year,Yes,Bank transfer (automatic),94.25,6849.75,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0
11114,2014-03-01,,Two year,Yes,Electronic check,47.05,3263.6,DSL,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
11115,2015-05-01,,Two year,No,Credit card (automatic),20.55,1252.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11117,2019-10-01,,Month-to-month,Yes,Mailed check,19.65,67.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11119,2020-01-01,,Month-to-month,Yes,Electronic check,70.2,70.2,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
11121,2014-02-01,,Two year,No,Credit card (automatic),81.0,5750.0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
11123,2018-05-01,,One year,Yes,Bank transfer (automatic),75.9,1549.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
11125,2014-03-01,,Two year,No,Bank transfer (automatic),24.7,1810.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11127,2017-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
11129,2014-05-01,,Two year,No,Credit card (automatic),110.25,7467.55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
11131,2014-10-01,,Two year,Yes,Credit card (automatic),85.0,5484.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11133,2018-10-01,,Month-to-month,No,Credit card (automatic),19.75,294.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11135,2019-10-01,,One year,No,Electronic check,23.9,97.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
11137,2015-07-01,2019-11-01,One year,Yes,Credit card (automatic),111.25,5916.45,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
11139,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,55.1,113.35,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,1
11141,2020-01-01,,Month-to-month,No,Mailed check,19.95,19.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11143,2018-08-01,,Month-to-month,No,Mailed check,25.15,476.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
11145,2019-12-01,,Month-to-month,No,Mailed check,54.15,101.65,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,0
11147,2018-07-01,,Month-to-month,Yes,Mailed check,59.8,1130.85,DSL,No,Yes,No,No,No,Yes,Female,0,Yes,No,No,0
11149,2016-10-01,,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,0
11151,2014-08-01,,One year,Yes,Electronic check,104.9,6891.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,Yes,Yes,0
11155,2019-06-01,,Month-to-month,Yes,Electronic check,66.65,520.95,DSL,No,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
11157,2014-02-01,,Two year,Yes,Credit card (automatic),109.5,7854.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
11159,2016-02-01,,One year,Yes,Bank transfer (automatic),73.85,3581.4,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,0
11161,2014-05-01,,Two year,Yes,Bank transfer (automatic),19.3,1447.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11163,2014-02-01,,Two year,Yes,Electronic check,118.2,8547.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
11165,2018-12-01,,One year,No,Credit card (automatic),51.45,727.85,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
11167,2019-08-01,,Month-to-month,No,Electronic check,59.45,357.6,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,No,0
11169,2019-06-01,,Two year,No,Bank transfer (automatic),19.5,159.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11171,2018-09-01,,One year,No,Mailed check,19.55,280.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11173,2014-09-01,,One year,No,Electronic check,93.55,6069.25,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
11175,2015-05-01,,One year,Yes,Mailed check,59.3,3274.35,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
11177,2018-09-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
11179,2018-05-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,No,1
11181,2015-06-01,,One year,No,Bank transfer (automatic),109.8,6109.65,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
11183,2018-12-01,,Month-to-month,Yes,Electronic check,78.1,1122.4,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,No,0
11185,2015-10-01,,Month-to-month,Yes,Electronic check,39.9,2020.9,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,No,No,0
11187,2015-04-01,,Two year,Yes,Credit card (automatic),64.9,3795.45,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
11189,2015-12-01,2019-11-01,Month-to-month,Yes,Electronic check,95.05,4504.55,Fiber optic,No,Yes,No,Yes,Yes,No,Female,1,No,No,Yes,1
11191,2014-07-01,,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
11193,2019-12-01,,Month-to-month,Yes,Credit card (automatic),24.9,49.7,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
11195,2019-08-01,,Month-to-month,No,Credit card (automatic),44.7,276.5,DSL,No,No,No,No,No,No,Male,1,No,No,No,0
11197,2014-03-01,,Two year,Yes,Bank transfer (automatic),114.0,8175.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11199,2016-04-01,,Two year,No,Bank transfer (automatic),20.25,890.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11201,2019-06-01,2019-11-01,Month-to-month,No,Credit card (automatic),53.85,259.8,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,No,1
11203,2014-07-01,,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,Fiber optic,Yes,Yes,No,No,No,No,Male,1,Yes,No,Yes,0
11205,2019-11-01,,Month-to-month,No,Bank transfer (automatic),20.2,50.6,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
11207,2019-11-01,,Month-to-month,No,Mailed check,19.95,58.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11209,2015-09-01,2020-01-01,Month-to-month,Yes,Electronic check,104.2,5568.35,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
11211,2016-06-01,2019-12-01,Month-to-month,Yes,Electronic check,50.25,2203.65,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,1
11213,2015-12-01,,One year,Yes,Mailed check,20.35,938.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11215,2018-03-01,,Month-to-month,Yes,Electronic check,90.0,2024.1,Fiber optic,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No,0
11217,2014-07-01,,Two year,No,Credit card (automatic),54.2,3623.95,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0
11219,2017-10-01,2019-11-01,Month-to-month,Yes,Electronic check,99.5,2369.05,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,1
11221,2016-11-01,,One year,No,Mailed check,99.1,3877.95,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,Yes,No,No,0
11223,2014-05-01,,Two year,Yes,Mailed check,66.9,4577.9,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,Yes,0
11225,2020-01-01,,One year,No,Mailed check,25.85,25.85,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11227,2017-06-01,,Month-to-month,No,Electronic check,91.05,2871.5,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
11229,2019-01-01,2019-10-01,Month-to-month,No,Electronic check,71.0,672.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
11231,2018-07-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,No,No,No,1
11233,2015-02-01,,Two year,Yes,Bank transfer (automatic),20.95,1270.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11236,2014-02-01,,Two year,Yes,Bank transfer (automatic),109.2,7711.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11237,2019-05-01,2019-10-01,Month-to-month,No,Mailed check,19.35,126.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
11239,2017-12-01,,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,Fiber optic,Yes,No,No,No,Yes,No,Female,1,No,No,No,0
11241,2019-07-01,2019-10-01,Month-to-month,No,Mailed check,19.85,64.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
11243,2019-12-01,,Month-to-month,Yes,Electronic check,19.65,31.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11245,2019-12-01,,One year,No,Bank transfer (automatic),20.5,38.25,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
11247,2017-02-01,,One year,Yes,Credit card (automatic),89.65,3348.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
11249,2019-07-01,,Month-to-month,No,Mailed check,74.35,533.6,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,0
11251,2015-02-01,,Two year,Yes,Credit card (automatic),49.45,2907.55,DSL,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,No,0
11253,2018-07-01,,Month-to-month,Yes,Electronic check,89.1,1620.8,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,0
11255,2016-05-01,,Two year,No,Credit card (automatic),75.15,3480.35,DSL,Yes,No,Yes,Yes,No,Yes,Male,1,Yes,No,Yes,0
11257,2019-10-01,,Month-to-month,Yes,Electronic check,70.65,293.85,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
11259,2017-03-01,2019-10-01,Month-to-month,Yes,Electronic check,104.2,3243.45,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1
11261,2016-03-01,,Month-to-month,No,Electronic check,90.05,4137.2,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
11263,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,79.25,79.25,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
11265,2019-12-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
11267,2020-01-01,,Month-to-month,No,Credit card (automatic),19.4,19.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11269,2015-03-01,,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,Fiber optic,No,No,Yes,No,No,Yes,Female,1,Yes,Yes,Yes,0
11271,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,70.1,659.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
11273,2017-03-01,,Month-to-month,No,Credit card (automatic),91.0,3180.5,Fiber optic,Yes,No,No,No,No,Yes,Male,1,No,No,Yes,0
11275,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,29.65,118.5,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
11277,2017-06-01,,One year,Yes,Electronic check,90.8,3023.85,Fiber optic,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,No,0
11279,2016-06-01,2020-01-01,Month-to-month,Yes,Electronic check,77.85,3365.85,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
11280,2019-08-01,2019-12-01,Month-to-month,No,Electronic check,54.3,195.3,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,1
11282,2015-08-01,,Two year,Yes,Mailed check,18.95,1031.1,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,0
11284,2018-11-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
11286,2014-08-01,,Two year,Yes,Bank transfer (automatic),102.4,6471.85,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,No,No,Yes,0
11288,2015-01-01,,One year,Yes,Electronic check,99.9,6241.35,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
11290,2014-02-01,,Two year,No,Credit card (automatic),88.7,6501.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11292,2016-06-01,,One year,Yes,Electronic check,54.3,2317.1,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
11294,2016-09-01,,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes,0
11296,2015-12-01,,One year,Yes,Electronic check,103.95,5231.3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
11298,2015-12-01,2019-11-01,One year,Yes,Credit card (automatic),110.85,5275.8,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
11300,2019-06-01,,Two year,No,Mailed check,20.15,165.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11302,2018-08-01,,Month-to-month,No,Mailed check,20.05,358.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11304,2014-02-01,,Two year,Yes,Credit card (automatic),91.95,6614.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11306,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,80.5,80.5,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
11308,2016-08-01,,Month-to-month,No,Electronic check,55.65,2421.75,DSL,No,No,Yes,No,No,No,Female,1,No,No,Yes,0
11310,2018-08-01,,Month-to-month,Yes,Electronic check,74.7,1294.6,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,No,0
11312,2019-01-01,,One year,Yes,Credit card (automatic),104.15,1299.1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,0
11314,2014-06-01,,One year,Yes,Bank transfer (automatic),83.65,5733.4,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,0
11316,2019-08-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
11318,2014-05-01,,Two year,Yes,Credit card (automatic),110.05,7430.75,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
11320,2018-08-01,2020-01-01,Month-to-month,No,Mailed check,51.5,900.5,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,1
11322,2018-01-01,,Two year,No,Credit card (automatic),25.5,630.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
11324,2016-04-01,2019-11-01,Month-to-month,Yes,Mailed check,89.55,3856.75,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,1
11327,2015-03-01,,Two year,No,Credit card (automatic),19.5,1222.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11329,2019-09-01,,Month-to-month,No,Electronic check,80.7,374.8,Fiber optic,Yes,Yes,No,No,No,No,Female,1,No,No,No,0
11331,2018-03-01,2019-12-01,One year,No,Mailed check,77.5,1625.0,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,1
11333,2014-05-01,,One year,Yes,Credit card (automatic),105.1,7234.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
11335,2019-01-01,,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
11338,2016-06-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,1
11340,2015-10-01,,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
11342,2016-01-01,2019-11-01,Month-to-month,No,Electronic check,85.0,3969.4,Fiber optic,Yes,No,No,No,No,Yes,Male,1,No,No,No,1
11344,2015-01-01,,Two year,Yes,Bank transfer (automatic),80.8,4860.85,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
11346,2017-09-01,,One year,Yes,Mailed check,24.85,788.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
11348,2018-01-01,,One year,Yes,Credit card (automatic),54.75,1266.35,DSL,No,Yes,No,Yes,No,No,Female,0,No,Yes,No,0
11350,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,85.75,470.95,Fiber optic,No,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,1
11352,2018-11-01,,One year,No,Electronic check,50.75,688.2,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
11354,2018-07-01,,Two year,No,Mailed check,20.15,387.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11356,2016-06-01,,Two year,No,Mailed check,20.05,845.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11358,2019-06-01,2019-12-01,Month-to-month,Yes,Electronic check,98.25,560.6,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
11360,2015-04-01,,Two year,No,Credit card (automatic),71.6,4230.25,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
11362,2014-12-01,,One year,Yes,Credit card (automatic),81.45,4983.05,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
11364,2014-04-01,,One year,Yes,Bank transfer (automatic),58.4,4113.15,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
11366,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,25.7,25.7,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
11368,2019-04-01,,Two year,No,Credit card (automatic),53.7,521.0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
11370,2017-12-01,,One year,Yes,Bank transfer (automatic),19.6,471.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11372,2014-08-01,,Month-to-month,No,Credit card (automatic),89.4,5976.9,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,0
11374,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,69.0,506.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
11376,2015-11-01,,One year,No,Bank transfer (automatic),84.2,4299.75,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
11378,2014-02-01,,Two year,Yes,Credit card (automatic),106.1,7548.6,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
11380,2014-09-01,,Two year,No,Mailed check,25.75,1654.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
11382,2019-11-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),46.05,80.35,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
11384,2014-04-01,,One year,No,Bank transfer (automatic),64.95,4551.5,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,0
11386,2014-02-01,,Two year,Yes,Credit card (automatic),85.45,6227.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11388,2020-01-01,,Month-to-month,No,Mailed check,20.05,20.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11390,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,76.4,76.4,Fiber optic,No,Yes,No,No,No,No,Female,1,Yes,No,No,1
11392,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,100.5,514.0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
11394,2019-11-01,,Month-to-month,No,Mailed check,20.7,57.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11396,2015-04-01,,Two year,Yes,Credit card (automatic),25.3,1474.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
11398,2018-03-01,2020-01-01,Month-to-month,No,Mailed check,40.05,880.2,DSL,Yes,No,No,No,No,Yes,Male,1,Yes,Yes,No,1
11400,2017-05-01,,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,0
11402,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,69.95,69.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
11404,2015-08-01,,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
11406,2014-02-01,,Two year,Yes,Electronic check,99.4,7285.7,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
11408,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,93.3,93.3,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,1
11410,2019-07-01,2019-10-01,Month-to-month,Yes,Electronic check,49.15,169.05,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
11412,2014-02-01,,Two year,No,Credit card (automatic),107.45,7658.3,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
11414,2014-02-01,,Two year,Yes,Credit card (automatic),83.6,5959.3,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
11416,2015-08-01,,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
11418,2015-03-01,,One year,Yes,Electronic check,80.1,4693.2,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11420,2015-08-01,,Two year,Yes,Bank transfer (automatic),65.3,3512.9,DSL,Yes,Yes,No,No,Yes,No,Male,0,No,No,No,0
11422,2015-02-01,,Two year,Yes,Electronic check,89.55,5231.2,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,0
11424,2015-02-01,,Two year,No,Credit card (automatic),60.8,3603.45,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
11426,2019-11-01,,Month-to-month,No,Electronic check,74.5,217.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
11428,2014-05-01,,Two year,No,Bank transfer (automatic),99.15,6875.35,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
11430,2020-01-01,,Month-to-month,No,Electronic check,19.25,19.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
12741,2019-02-01,2019-11-01,Month-to-month,No,Electronic check,55.35,449.75,DSL,No,No,No,No,Yes,No,Male,0,No,Yes,No,1
11432,2015-12-01,,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,No,0
11433,2015-06-01,,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,0
11435,2015-02-01,,Two year,Yes,Electronic check,97.2,5611.75,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
11437,2014-05-01,,One year,Yes,Mailed check,110.55,7610.1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
11439,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,35.05,35.05,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,1
11441,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,73.0,73.0,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,No,1
11443,2019-11-01,,Month-to-month,Yes,Mailed check,19.9,45.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
11445,2015-02-01,,Two year,No,Bank transfer (automatic),76.95,4543.95,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
11447,2019-01-01,,Two year,No,Mailed check,35.4,450.4,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,No,0
11449,2014-12-01,,Two year,No,Bank transfer (automatic),20.45,1297.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11451,2016-05-01,,One year,No,Bank transfer (automatic),96.75,4442.75,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes,0
11453,2018-01-01,,One year,No,Electronic check,54.2,1423.15,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
11455,2016-06-01,,Two year,No,Bank transfer (automatic),100.1,4378.35,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
11457,2019-12-01,,Month-to-month,Yes,Mailed check,45.25,74.2,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11459,2017-04-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Fiber optic,No,Yes,Yes,No,No,No,Male,1,No,No,Yes,1
11461,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.1,70.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
11463,2018-04-01,,One year,No,Bank transfer (automatic),20.85,450.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11465,2017-03-01,,Month-to-month,Yes,Mailed check,33.45,1175.85,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,No,0
11467,2017-09-01,,Two year,No,Mailed check,20.2,558.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11468,2017-11-01,,One year,Yes,Electronic check,85.9,2220.1,Fiber optic,Yes,No,Yes,No,No,No,Male,1,Yes,No,Yes,0
11470,2015-08-01,,One year,Yes,Electronic check,61.0,3283.05,DSL,No,Yes,Yes,Yes,No,No,Male,0,No,Yes,No,0
11472,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,70.65,142.35,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
11473,2015-05-01,,One year,Yes,Electronic check,86.9,4939.25,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,0
11474,2014-12-01,,Two year,No,Bank transfer (automatic),69.4,4237.5,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
11475,2018-11-01,,One year,No,Credit card (automatic),20.35,335.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
